,Education,Marital_Status,Income,Recency,Response,Age,Customer_Since,Total_Spent,RatioWines,RatioFruits,RatioMeatProducts,RatioFishProducts,RatioSweetProducts,RatioGoldProds,Total_Accepted_Campaign,Total_Purchase,Total_Web_Engagement
637,0,1,56181.0,6,0,63,537,393,0.30788804071246817,0.26208651399491095,0.17557251908396945,0.020356234096692113,0.11195928753180662,0.12213740458015267,0,19,8
638,1,0,63120.0,53,1,75,639,1477,0.6533513879485443,0.046716316858496955,0.1888964116452268,0.03656059580230196,0.027758970886932972,0.046716316858496955,0,34,15
639,0,1,73691.0,58,0,54,235,1179,0.5996607294317218,0.017811704834605598,0.21204410517387617,0.0720949957591179,0.0364715860899067,0.06191687871077184,1,21,8
640,0,1,63381.0,78,0,65,632,1005,0.5681592039800994,0.04975124378109453,0.14129353233830846,0.03283582089552239,0.04975124378109453,0.1582089552238806,0,29,6
641,1,1,76140.0,57,0,77,47,1348,0.43471810089020774,0.04896142433234421,0.4844213649851632,0.012611275964391691,0.0,0.019287833827893175,0,23,7
642,1,0,62859.0,37,0,66,546,1307,0.8133129303749044,0.06809487375669472,0.07804131599081866,0.01224177505738332,0.009181331293037491,0.019127773527161437,0,30,15
643,0,0,45906.0,20,0,61,418,486,0.6275720164609053,0.006172839506172839,0.05555555555555555,0.00823045267489712,0.006172839506172839,0.2962962962962963,1,21,10
645,1,1,46463.0,56,0,54,315,235,0.6936170212765957,0.00851063829787234,0.1702127659574468,0.03404255319148936,0.04680851063829787,0.04680851063829787,0,25,9
646,0,1,105471.0,36,1,55,524,1724,0.5852668213457076,0.10498839907192575,0.060324825986078884,0.11716937354988399,0.012180974477958236,0.12006960556844548,2,33,12
647,1,0,55282.0,9,0,55,198,235,0.5319148936170213,0.02553191489361702,0.31063829787234043,0.03404255319148936,0.01702127659574468,0.08085106382978724,0,16,7
648,1,1,78710.0,42,0,48,37,1092,0.6602564102564102,0.0,0.1391941391941392,0.10897435897435898,0.045787545787545784,0.045787545787545784,0,33,11
649,0,1,66886.0,28,0,67,286,599,0.5258764607679466,0.00667779632721202,0.10350584307178631,0.06844741235392321,0.05175292153589316,0.24373956594323873,0,23,12
650,1,0,98777.0,23,0,65,132,2008,0.49800796812749004,0.009462151394422311,0.35408366533864544,0.062250996015936255,0.05727091633466135,0.018924302788844622,1,20,5
651,0,1,29103.0,38,0,40,671,48,0.3333333333333333,0.0,0.3541666666666667,0.125,0.0625,0.125,0,16,10
652,0,1,67445.0,63,0,51,686,1174,0.6448040885860307,0.06814310051107325,0.1848381601362862,0.024701873935264053,0.06814310051107325,0.009369676320272573,0,39,15
653,1,1,50616.0,71,0,75,77,67,0.44776119402985076,0.029850746268656716,0.373134328358209,0.0,0.014925373134328358,0.13432835820895522,0,10,3
654,0,0,49431.0,9,0,70,695,365,0.6,0.00821917808219178,0.273972602739726,0.07123287671232877,0.0,0.04657534246575343,0,24,15
656,0,1,61278.0,87,0,72,176,165,0.6727272727272727,0.01818181818181818,0.1696969696969697,0.012121212121212121,0.03636363636363636,0.09090909090909091,0,17,9
657,1,1,26490.0,92,0,67,645,210,0.21428571428571427,0.22380952380952382,0.24761904761904763,0.1,0.09523809523809523,0.11904761904761904,0,17,9
658,1,1,73059.0,36,0,78,302,1095,0.3744292237442922,0.10228310502283106,0.3835616438356164,0.0,0.07488584474885844,0.06484018264840183,0,31,13
659,1,0,46734.0,86,0,59,251,223,0.4484304932735426,0.004484304932735426,0.17488789237668162,0.026905829596412557,0.004484304932735426,0.34080717488789236,1,21,9
660,0,1,56253.0,83,0,62,569,597,0.8525963149078727,0.0,0.10887772194304858,0.011725293132328308,0.018425460636515914,0.008375209380234505,0,29,13
661,0,1,19986.0,74,0,40,227,22,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.0,0.09090909090909091,0.2727272727272727,0,12,7
662,0,0,58330.0,87,0,50,186,1064,0.4182330827067669,0.04981203007518797,0.20018796992481203,0.09774436090225563,0.09210526315789473,0.14191729323308272,0,29,10
663,0,1,25965.0,29,0,45,660,74,0.02702702702702703,0.02702702702702703,0.14864864864864866,0.5540540540540541,0.0945945945945946,0.14864864864864866,0,14,10
664,1,1,14661.0,88,0,69,544,26,0.15384615384615385,0.038461538461538464,0.4230769230769231,0.23076923076923078,0.07692307692307693,0.07692307692307693,0,11,7
665,0,1,18690.0,77,0,66,548,60,0.1,0.016666666666666666,0.11666666666666667,0.38333333333333336,0.06666666666666667,0.31666666666666665,0,13,9
666,1,1,45068.0,25,0,51,409,20,0.7,0.0,0.15,0.0,0.0,0.15,0,12,8
667,0,0,21063.0,34,0,38,277,59,0.01694915254237288,0.1694915254237288,0.1864406779661017,0.3220338983050847,0.05084745762711865,0.2542372881355932,0,14,8
668,1,1,29187.0,43,0,57,416,34,0.7647058823529411,0.0,0.17647058823529413,0.0,0.0,0.058823529411764705,0,14,9
669,1,1,54690.0,76,0,54,234,198,0.5606060606060606,0.08080808080808081,0.18686868686868688,0.03535353535353535,0.045454545454545456,0.09090909090909091,0,17,6
670,1,1,59304.0,81,0,61,335,1048,0.3988549618320611,0.05820610687022901,0.4083969465648855,0.07633587786259542,0.04866412213740458,0.009541984732824428,0,34,12
671,1,0,59247.0,87,0,63,233,574,0.5696864111498258,0.0156794425087108,0.21254355400696864,0.033101045296167246,0.024390243902439025,0.1445993031358885,0,29,11
672,0,0,66731.0,33,0,55,655,1029,0.36054421768707484,0.15451895043731778,0.18853255587949466,0.056365403304178816,0.10301263362487852,0.13702623906705538,0,21,7
673,0,1,77353.0,38,0,45,195,670,0.41044776119402987,0.0880597014925373,0.15970149253731344,0.10298507462686567,0.15074626865671642,0.0880597014925373,0,25,10
674,1,0,52614.0,63,0,50,575,990,0.796969696969697,0.0,0.14343434343434344,0.012121212121212121,0.00909090909090909,0.03838383838383838,0,25,10
675,0,1,26751.0,26,0,51,38,11,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.2727272727272727,0.09090909090909091,0,14,9
676,1,1,81300.0,17,1,62,607,1241,0.8090249798549557,0.009669621273166801,0.1168412570507655,0.0257856567284448,0.009669621273166801,0.029008863819500404,1,27,15
677,0,0,70337.0,75,0,46,178,576,0.3246527777777778,0.140625,0.2586805555555556,0.043402777777777776,0.07465277777777778,0.1579861111111111,0,18,3
678,1,1,36145.0,13,1,40,378,172,0.32558139534883723,0.023255813953488372,0.4418604651162791,0.09883720930232558,0.005813953488372093,0.10465116279069768,1,22,13
679,1,0,65295.0,19,0,45,188,664,0.5496987951807228,0.04819277108433735,0.17620481927710843,0.05120481927710843,0.16566265060240964,0.009036144578313253,0,22,5
680,0,0,68118.0,51,0,62,254,928,0.6411637931034483,0.02478448275862069,0.13254310344827586,0.010775862068965518,0.02478448275862069,0.16594827586206898,0,30,14
681,0,0,68743.0,81,0,58,668,2074,0.5458052073288332,0.06460945033751206,0.18514946962391515,0.08437801350048216,0.06460945033751206,0.05544840887174542,0,37,18
682,1,1,41039.0,32,0,43,339,467,0.0728051391862955,0.023554603854389723,0.29336188436830835,0.38329764453961457,0.13062098501070663,0.09635974304068523,0,23,16
683,0,1,38946.0,84,0,70,248,257,0.45136186770428016,0.023346303501945526,0.31906614785992216,0.023346303501945526,0.023346303501945526,0.15953307392996108,0,18,8
684,0,1,65777.0,87,0,58,192,1146,0.4930191972076789,0.027923211169284468,0.3795811518324607,0.02443280977312391,0.027923211169284468,0.04712041884816754,0,18,3
685,1,0,66476.0,99,0,49,479,689,0.5399129172714079,0.026124818577648767,0.18287373004354138,0.06821480406386067,0.06966618287373004,0.11320754716981132,0,25,9
686,1,0,86857.0,96,1,53,655,2114,0.4252601702932829,0.048249763481551564,0.39640491958372753,0.06291390728476821,0.048249763481551564,0.01892147587511826,0,24,7
688,1,1,77845.0,40,0,36,44,1346,0.5646359583952452,0.029717682020802376,0.35661218424962854,0.0,0.029717682020802376,0.019316493313521546,2,22,4
689,1,1,69476.0,3,0,56,272,1044,0.24904214559386972,0.08237547892720307,0.5354406130268199,0.0603448275862069,0.008620689655172414,0.06417624521072797,0,17,6
690,1,0,50611.0,98,1,65,633,493,0.9310344827586207,0.0,0.0486815415821501,0.012170385395537525,0.0,0.008113590263691683,1,29,10
691,0,0,61209.0,73,0,55,308,957,0.48693834900731453,0.0,0.23406478578892373,0.12434691745036573,0.051201671891327065,0.10344827586206896,0,15,7
692,1,1,42315.0,90,0,67,352,270,0.24814814814814815,0.05555555555555555,0.2962962962962963,0.06296296296296296,0.040740740740740744,0.2962962962962963,0,16,4
693,0,1,13084.0,29,0,73,239,29,0.06896551724137931,0.0,0.2413793103448276,0.10344827586206896,0.2413793103448276,0.3448275862068966,0,11,7
694,1,0,47570.0,3,1,76,396,121,0.5537190082644629,0.008264462809917356,0.1652892561983471,0.0,0.01652892561983471,0.256198347107438,0,18,9
695,1,1,61923.0,94,0,64,338,126,0.7301587301587301,0.031746031746031744,0.14285714285714285,0.023809523809523808,0.023809523809523808,0.047619047619047616,0,13,5
696,0,0,34824.0,65,0,30,95,23,0.17391304347826086,0.08695652173913043,0.4782608695652174,0.08695652173913043,0.0,0.17391304347826086,0,10,7
697,1,0,26518.0,33,1,76,447,57,0.3508771929824561,0.017543859649122806,0.49122807017543857,0.05263157894736842,0.05263157894736842,0.03508771929824561,0,18,10
698,0,0,45938.0,46,0,64,238,636,0.42924528301886794,0.01729559748427673,0.279874213836478,0.09748427672955975,0.13050314465408805,0.04559748427672956,0,26,14
699,0,1,78468.0,29,0,65,81,1004,0.43227091633466136,0.021912350597609563,0.38645418326693226,0.10358565737051793,0.021912350597609563,0.03386454183266932,1,32,14
700,0,0,78901.0,99,0,52,285,734,0.4373297002724796,0.014986376021798364,0.4209809264305177,0.04495912806539509,0.035422343324250684,0.04632152588555858,0,25,13
701,0,1,71427.0,26,0,47,109,614,0.34527687296416937,0.2003257328990228,0.28827361563517917,0.024429967426710098,0.10423452768729642,0.03745928338762215,0,26,12
702,0,0,71022.0,30,0,47,138,1453,0.6256022023399862,0.008258774948382657,0.1913282863041982,0.0,0.008258774948382657,0.16655196145905024,1,30,13
703,1,0,90247.0,27,1,37,61,1621,0.7304133251079581,0.01974090067859346,0.21714990746452806,0.012954966070326958,0.00987045033929673,0.00987045033929673,3,16,4
704,1,0,41335.0,24,0,57,185,187,0.5989304812834224,0.10160427807486631,0.11229946524064172,0.0855614973262032,0.0748663101604278,0.026737967914438502,0,20,11
705,0,1,71952.0,93,0,39,535,1443,0.4546084546084546,0.05544005544005544,0.3153153153153153,0.036036036036036036,0.07415107415107415,0.06444906444906445,2,27,12
706,1,0,35682.0,34,0,55,2,57,0.40350877192982454,0.0,0.14035087719298245,0.10526315789473684,0.03508771929824561,0.3157894736842105,0,9,3
707,0,0,43185.0,88,0,74,445,637,0.8430141287284144,0.009419152276295133,0.06593406593406594,0.02511773940345369,0.009419152276295133,0.04709576138147567,0,29,17
708,1,1,66375.0,96,0,77,220,948,0.7510548523206751,0.0,0.04746835443037975,0.0,0.0,0.20147679324894516,1,22,9
709,1,1,35178.0,10,1,54,535,59,0.3898305084745763,0.01694915254237288,0.22033898305084745,0.03389830508474576,0.03389830508474576,0.3050847457627119,1,13,8
710,0,1,25252.0,26,0,39,352,18,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0,13,9
711,1,0,55250.0,49,0,60,616,903,0.7353266888150609,0.06423034330011074,0.09191583610188261,0.035437430786267994,0.0,0.07308970099667775,0,32,12
712,0,0,33249.0,11,0,50,494,112,0.05357142857142857,0.08928571428571429,0.1875,0.16964285714285715,0.125,0.375,0,15,8
713,0,1,58398.0,44,0,72,411,596,0.5016778523489933,0.008389261744966443,0.337248322147651,0.03523489932885906,0.03523489932885906,0.08221476510067115,0,24,9
714,0,1,50272.0,75,0,43,326,233,0.4248927038626609,0.055793991416309016,0.2832618025751073,0.18454935622317598,0.034334763948497854,0.017167381974248927,0,21,11
715,1,1,76618.0,64,0,50,569,1511,0.4956982131039047,0.026472534745201854,0.19457313037723362,0.0800794176042356,0.10589013898080742,0.09728656518861681,0,12,4
716,1,0,87305.0,19,1,65,644,1152,0.2994791666666667,0.021701388888888888,0.4348958333333333,0.0546875,0.11979166666666667,0.06944444444444445,1,19,7
717,0,1,25851.0,45,0,47,503,48,0.1875,0.08333333333333333,0.375,0.14583333333333334,0.10416666666666667,0.10416666666666667,0,15,9
718,0,0,58710.0,77,0,55,455,1185,0.37130801687763715,0.06835443037974684,0.3105485232067511,0.0,0.1029535864978903,0.1468354430379747,0,38,17
719,0,0,45160.0,9,0,67,92,21,0.38095238095238093,0.09523809523809523,0.23809523809523808,0.14285714285714285,0.0,0.14285714285714285,0,13,8
720,1,1,74806.0,1,0,60,557,965,0.694300518134715,0.00932642487046632,0.25803108808290154,0.0,0.029015544041450778,0.00932642487046632,0,21,9
721,0,1,59111.0,90,0,71,423,869,0.6029919447640967,0.0,0.15420023014959724,0.03222094361334868,0.03222094361334868,0.17836593785960875,0,28,18
722,1,1,18988.0,43,0,41,37,16,0.375,0.0,0.375,0.125,0.0625,0.0625,0,14,8
723,0,1,72190.0,79,0,60,501,1947,0.3066255778120185,0.08525937339496661,0.3066255778120185,0.08834103749357987,0.08525937339496661,0.12788906009244994,0,19,8
724,0,1,7500.0,19,1,49,697,71,0.09859154929577464,0.0,0.16901408450704225,0.18309859154929578,0.09859154929577464,0.4507042253521127,1,22,13
725,0,1,44794.0,99,0,59,21,65,0.8307692307692308,0.0,0.1076923076923077,0.0,0.0,0.06153846153846154,0,13,8
726,0,1,80395.0,62,0,70,218,1380,0.322463768115942,0.018115942028985508,0.5115942028985507,0.057971014492753624,0.05507246376811594,0.034782608695652174,1,26,8
727,1,0,75012.0,41,0,49,155,1027,0.2862706913339825,0.1382667964946446,0.21226874391431352,0.1596884128529698,0.05647517039922103,0.14703018500486856,0,24,4
728,1,1,56962.0,60,0,60,261,411,0.7104622871046229,0.0072992700729927005,0.1873479318734793,0.024330900243309004,0.0072992700729927005,0.06326034063260341,0,31,13
729,0,1,89891.0,17,0,34,440,836,0.49282296650717705,0.02631578947368421,0.15789473684210525,0.07057416267942583,0.03349282296650718,0.21889952153110048,1,30,15
730,1,0,35946.0,24,0,76,275,11,0.7272727272727273,0.0,0.2727272727272727,0.0,0.0,0.0,0,11,5
731,1,1,53593.0,60,0,72,691,480,0.7270833333333333,0.008333333333333333,0.1625,0.0125,0.0,0.08958333333333333,0,33,15
732,0,1,66373.0,57,0,47,382,606,0.5412541254125413,0.01485148514851485,0.20462046204620463,0.019801980198019802,0.039603960396039604,0.17986798679867988,0,28,7
733,1,0,45072.0,74,0,77,256,284,0.5070422535211268,0.007042253521126761,0.3485915492957746,0.02464788732394366,0.007042253521126761,0.1056338028169014,0,27,14
734,0,0,89694.0,22,0,52,263,1472,0.7649456521739131,0.019021739130434784,0.14334239130434784,0.025135869565217392,0.019021739130434784,0.028532608695652172,3,21,9
735,0,1,72025.0,46,1,76,61,1677,0.5766249254621347,0.0,0.36791890280262374,0.02564102564102564,0.02981514609421586,0.0,3,28,6
736,0,1,67432.0,69,0,52,457,1335,0.3235955056179775,0.05917602996254682,0.2554307116104869,0.13258426966292136,0.10187265917602996,0.12734082397003746,0,24,12
737,1,1,70545.0,29,0,73,26,334,0.41317365269461076,0.11676646706586827,0.18862275449101795,0.16467065868263472,0.05389221556886228,0.06287425149700598,0,16,6
738,0,1,17487.0,37,0,36,468,18,0.0,0.0,0.05555555555555555,0.3888888888888889,0.2222222222222222,0.3333333333333333,0,12,8
739,0,1,62882.0,26,0,56,689,1338,0.3804185351270553,0.09940209267563528,0.37144992526158443,0.05829596412556054,0.017937219730941704,0.07249626307922272,0,25,11
740,1,0,64108.0,8,0,72,463,1099,0.8626023657870792,0.009099181073703366,0.07825295723384895,0.011828935395814377,0.01910828025477707,0.01910828025477707,0,36,11
741,1,1,34941.0,26,0,69,480,97,0.4020618556701031,0.020618556701030927,0.25773195876288657,0.041237113402061855,0.030927835051546393,0.24742268041237114,0,18,11
742,1,0,48767.0,79,0,75,179,63,0.4444444444444444,0.015873015873015872,0.3333333333333333,0.047619047619047616,0.0,0.15873015873015872,0,17,7
743,1,1,38702.0,71,0,47,332,109,0.11926605504587157,0.10091743119266056,0.22018348623853212,0.11926605504587157,0.07339449541284404,0.3669724770642202,0,16,9
744,0,1,82224.0,83,0,61,155,902,0.34035476718403546,0.028824833702882482,0.3991130820399113,0.15299334811529933,0.03436807095343681,0.04434589800443459,1,24,9
745,0,1,83844.0,57,0,73,413,1574,0.5724269377382465,0.019695044472681066,0.21918678526048285,0.04764930114358323,0.019695044472681066,0.12134688691232529,1,21,5
746,1,1,17003.0,37,0,50,202,38,0.05263157894736842,0.13157894736842105,0.3157894736842105,0.10526315789473684,0.21052631578947367,0.18421052631578946,0,15,7
747,0,0,71163.0,30,0,30,112,960,0.2947916666666667,0.017708333333333333,0.3875,0.14375,0.11041666666666666,0.04583333333333333,0,25,4
748,0,0,33697.0,34,0,55,287,28,0.14285714285714285,0.10714285714285714,0.25,0.0,0.10714285714285714,0.39285714285714285,1,12,8
749,1,1,63564.0,0,1,71,151,1215,0.6329218106995885,0.06584362139917696,0.2074074074074074,0.012345679012345678,0.027983539094650206,0.053497942386831275,1,34,16
750,1,1,83443.0,89,0,53,180,1497,0.3460253841015364,0.028056112224448898,0.4956579826319305,0.03674014696058784,0.03740814963259853,0.056112224448897796,0,24,8
751,1,1,51518.0,92,0,67,269,449,0.779510022271715,0.017817371937639197,0.14699331848552338,0.0378619153674833,0.008908685968819599,0.008908685968819599,0,21,6
752,0,0,58330.0,87,0,50,186,1064,0.4182330827067669,0.04981203007518797,0.20018796992481203,0.09774436090225563,0.09210526315789473,0.14191729323308272,0,29,10
753,0,1,80952.0,20,1,56,486,1757,0.4428002276607854,0.10130904951622083,0.39214570290267503,0.02333523050654525,0.015367103016505406,0.02504268639726807,3,33,16
754,0,1,75507.0,56,0,46,58,1440,0.49236111111111114,0.06458333333333334,0.25972222222222224,0.07222222222222222,0.05555555555555555,0.05555555555555555,0,24,11
755,1,1,63855.0,28,0,47,505,1006,0.35685884691848907,0.03479125248508946,0.3121272365805169,0.09244532803180915,0.11530815109343936,0.08846918489065607,0,28,11
756,1,1,62220.0,55,1,53,687,1226,0.6517128874388255,0.009787928221859706,0.30587275693311583,0.013050570962479609,0.009787928221859706,0.009787928221859706,0,30,13
757,0,1,58512.0,25,0,61,283,1171,0.7643040136635354,0.008539709649871904,0.08625106746370624,0.011101622544833475,0.0,0.12980358667805295,0,29,11
758,1,1,40662.0,0,0,46,471,92,0.43478260869565216,0.021739130434782608,0.25,0.0,0.043478260869565216,0.25,0,13,6
759,1,1,38829.0,86,0,66,84,99,0.7676767676767676,0.0,0.0707070707070707,0.0,0.0,0.16161616161616163,0,14,8
760,1,1,35523.0,8,0,44,269,66,0.16666666666666666,0.07575757575757576,0.3333333333333333,0.18181818181818182,0.07575757575757576,0.16666666666666666,0,16,10
761,0,0,79146.0,33,0,58,66,564,0.43439716312056736,0.028368794326241134,0.3953900709219858,0.03723404255319149,0.07624113475177305,0.028368794326241134,0,27,14
762,1,1,78285.0,13,0,37,244,1427,0.4533987386124737,0.07498248072880168,0.2740014015416959,0.12263489838822705,0.046951646811492644,0.02803083391730904,0,24,9
763,1,0,31626.0,12,1,47,415,86,0.45348837209302323,0.011627906976744186,0.10465116279069768,0.023255813953488372,0.011627906976744186,0.3953488372093023,1,14,9
764,0,0,75127.0,92,0,73,38,833,0.24369747899159663,0.04201680672268908,0.36614645858343337,0.055222088835534214,0.02040816326530612,0.2725090036014406,0,20,3
765,0,1,48726.0,90,0,70,428,242,0.5702479338842975,0.012396694214876033,0.15702479338842976,0.01652892561983471,0.0,0.24380165289256198,0,19,9
766,0,1,74985.0,8,0,48,656,1869,0.314071696094168,0.027287319422150885,0.48047084002140183,0.13215623327982878,0.0,0.04601391118245051,0,19,5
767,0,1,67430.0,6,0,38,662,1364,0.43621700879765396,0.07111436950146628,0.21334310850439883,0.09310850439882698,0.09750733137829912,0.08870967741935484,0,35,17
768,1,1,46891.0,91,0,60,301,183,0.23497267759562843,0.06557377049180328,0.12568306010928962,0.15846994535519127,0.08196721311475409,0.3333333333333333,0,13,6
769,1,1,62058.0,52,0,69,399,450,0.6688888888888889,0.015555555555555555,0.16444444444444445,0.022222222222222223,0.0,0.1288888888888889,0,25,12
770,0,1,72063.0,3,0,46,361,758,0.23746701846965698,0.04221635883905013,0.45910290237467016,0.10026385224274406,0.04221635883905013,0.11873350923482849,0,24,7
771,1,1,78939.0,57,0,74,199,1507,0.5268745852687459,0.07631055076310551,0.1612475116124751,0.099535500995355,0.0,0.1360318513603185,0,23,11
772,0,0,42720.0,9,1,60,431,654,0.599388379204893,0.00764525993883792,0.13914373088685014,0.04281345565749235,0.039755351681957186,0.1712538226299694,0,35,15
773,0,1,33622.0,22,0,53,442,81,0.48148148148148145,0.012345679012345678,0.2716049382716049,0.037037037037037035,0.04938271604938271,0.14814814814814814,0,18,9
775,0,1,41452.0,86,0,72,480,16,0.8125,0.0,0.1875,0.0,0.0,0.0,0,13,8
776,1,0,40760.0,64,0,60,303,93,0.7526881720430108,0.0,0.1827956989247312,0.0,0.0,0.06451612903225806,0,15,8
777,1,1,74250.0,90,0,67,154,1158,0.5872193436960277,0.009499136442141624,0.3385146804835924,0.06476683937823834,0.0,0.0,0,19,3
778,1,0,51124.0,79,0,70,193,43,0.6046511627906976,0.023255813953488372,0.2558139534883721,0.0,0.023255813953488372,0.09302325581395349,0,11,4
779,0,0,72258.0,28,0,54,290,1525,0.3422950819672131,0.0,0.3422950819672131,0.14885245901639343,0.07868852459016394,0.08786885245901639,0,25,8
780,1,0,71466.0,86,0,51,85,1230,0.33495934959349594,0.00975609756097561,0.44390243902439025,0.06341463414634146,0.14796747967479676,0.0,0,20,5
781,0,1,36283.0,42,0,49,76,29,0.20689655172413793,0.1724137931034483,0.1724137931034483,0.27586206896551724,0.0,0.1724137931034483,0,12,5
782,0,0,20587.0,39,0,55,49,25,0.08,0.12,0.24,0.16,0.04,0.36,0,13,8
783,0,1,30467.0,8,0,53,102,24,0.041666666666666664,0.125,0.3333333333333333,0.08333333333333333,0.20833333333333334,0.20833333333333334,0,12,8
784,0,1,31590.0,40,0,53,376,38,0.15789473684210525,0.05263157894736842,0.39473684210526316,0.15789473684210525,0.15789473684210525,0.07894736842105263,0,14,9
785,0,1,20425.0,5,0,39,608,57,0.07017543859649122,0.21052631578947367,0.08771929824561403,0.05263157894736842,0.2807017543859649,0.2982456140350877,0,15,9
786,1,1,17144.0,96,0,65,134,47,0.3829787234042553,0.0425531914893617,0.40425531914893614,0.0,0.0425531914893617,0.1276595744680851,0,21,10
787,1,0,42564.0,28,1,57,543,813,0.3985239852398524,0.05904059040590406,0.22878228782287824,0.04797047970479705,0.02214022140221402,0.24354243542435425,1,32,13
788,1,1,43783.0,22,0,47,31,629,0.519872813990461,0.014308426073131956,0.1987281399046105,0.0397456279809221,0.006359300476947536,0.22098569157392686,1,30,14
789,0,0,40780.0,30,0,49,659,377,0.6074270557029178,0.07161803713527852,0.1883289124668435,0.034482758620689655,0.007957559681697613,0.09018567639257294,0,27,16
790,1,1,62847.0,45,0,80,530,1612,0.3232009925558313,0.10421836228287841,0.43796526054590573,0.04962779156327544,0.04714640198511166,0.03784119106699752,0,16,5
791,1,1,82017.0,58,1,68,599,729,0.252400548696845,0.03155006858710562,0.6117969821673526,0.0411522633744856,0.03155006858710562,0.03155006858710562,3,19,7
792,0,0,16813.0,49,0,75,345,50,0.08,0.16,0.22,0.24,0.04,0.26,1,13,9
793,0,1,51267.0,37,0,47,243,270,0.6777777777777778,0.007407407407407408,0.23703703703703705,0.025925925925925925,0.007407407407407408,0.044444444444444446,0,21,7
794,0,0,46524.0,70,0,64,450,177,0.1751412429378531,0.10734463276836158,0.1977401129943503,0.14689265536723164,0.07909604519774012,0.2937853107344633,0,13,4
795,1,0,45183.0,33,0,63,525,315,0.6952380952380952,0.009523809523809525,0.19047619047619047,0.0380952380952381,0.02857142857142857,0.0380952380952381,1,20,11
796,1,1,70421.0,98,0,71,1,767,0.6245110821382008,0.03650586701434159,0.1773142112125163,0.09778357235984354,0.018252933507170794,0.04563233376792699,0,30,16
797,1,0,60161.0,17,0,60,614,1071,0.5452847805788982,0.04108309990662932,0.19794584500466852,0.04295051353874883,0.007469654528478058,0.16526610644257703,0,35,19
798,0,1,73926.0,54,0,52,484,1580,0.3968354430379747,0.05759493670886076,0.3778481012658228,0.10063291139240506,0.05759493670886076,0.00949367088607595,0,27,9
799,0,1,19329.0,39,0,57,197,60,0.4,0.016666666666666666,0.26666666666666666,0.2,0.03333333333333333,0.08333333333333333,0,19,12
800,1,1,61872.0,81,0,55,198,573,0.5759162303664922,0.008726003490401396,0.2774869109947644,0.06282722513089005,0.04712041884816754,0.027923211169284468,0,26,8
801,0,0,46984.0,71,0,69,460,41,0.4634146341463415,0.024390243902439025,0.24390243902439024,0.04878048780487805,0.024390243902439025,0.1951219512195122,0,12,6
802,0,1,34838.0,62,0,74,526,170,0.16470588235294117,0.13529411764705881,0.17058823529411765,0.17058823529411765,0.08235294117647059,0.27647058823529413,0,18,8
803,1,0,82716.0,8,0,81,236,1167,0.519280205655527,0.1268209083119109,0.1953727506426735,0.012853470437017995,0.1268209083119109,0.018851756640959727,0,30,8
804,0,1,48192.0,76,1,67,449,1526,0.6808650065530799,0.02817824377457405,0.13368283093053734,0.10026212319790301,0.03800786369593709,0.019003931847968544,3,33,10
805,1,1,49681.0,66,0,49,237,458,0.8973799126637555,0.0,0.056768558951965066,0.0,0.0,0.04585152838427948,0,30,14
806,1,1,56850.0,83,0,54,98,63,0.5396825396825397,0.015873015873015872,0.30158730158730157,0.031746031746031744,0.1111111111111111,0.0,0,9,3
807,0,1,55267.0,28,0,68,251,405,0.39753086419753086,0.0691358024691358,0.3358024691358025,0.07901234567901234,0.007407407407407408,0.1111111111111111,0,21,6
808,0,1,59666.0,87,0,53,464,1027,0.6066212268743915,0.05160662122687439,0.1733203505355404,0.022395326192794548,0.016553067185978577,0.12950340798442064,1,30,11
809,0,0,72504.0,43,0,53,449,1478,0.40866035182679294,0.017591339648173207,0.31799729364005414,0.08322056833558863,0.10893098782138025,0.06359945872801083,0,25,7
810,0,1,26872.0,0,0,44,256,72,0.041666666666666664,0.1388888888888889,0.1111111111111111,0.041666666666666664,0.2222222222222222,0.4444444444444444,0,11,7
811,0,0,21359.0,1,1,53,435,48,0.25,0.041666666666666664,0.3541666666666667,0.125,0.020833333333333332,0.20833333333333334,0,16,10
812,0,0,73170.0,1,0,50,29,726,0.2534435261707989,0.2396694214876033,0.3526170798898072,0.06887052341597796,0.04132231404958678,0.0440771349862259,0,18,7
813,1,1,52750.0,72,0,70,510,860,0.4569767441860465,0.0,0.2779069767441861,0.10465116279069768,0.08023255813953488,0.08023255813953488,0,32,9
814,1,1,91820.0,72,0,39,218,1497,0.2738810955243821,0.04876419505678023,0.49899799599198397,0.05076820307281229,0.10754843019372078,0.02004008016032064,0,23,6
815,1,1,65968.0,12,0,55,48,495,0.7595959595959596,0.01818181818181818,0.16767676767676767,0.03838383838383838,0.00808080808080808,0.00808080808080808,0,22,8
816,0,1,30772.0,89,0,49,109,20,0.35,0.1,0.2,0.1,0.05,0.2,0,12,7
817,0,0,22507.0,67,0,71,582,570,0.11929824561403508,0.0,0.39649122807017545,0.08947368421052632,0.2754385964912281,0.11929824561403508,0,28,19
818,0,1,65685.0,54,0,53,92,769,0.834850455136541,0.018205461638491547,0.06371911573472042,0.0,0.009102730819245773,0.0741222366710013,0,27,14
